,E,nu
732,7659503.420692426,0.31969710755361663
733,7659503.420692426,0.2830323581819736
734,8240183.749634107,0.3281577703725144
735,8638831.393167205,0.2910687051784043
736,8434979.187533611,0.26989763699175495
737,8434979.187533611,0.2830323581819736
738,8490291.354634097,0.3491524346858123
739,8801334.999430371,0.26989763699175495
740,8512300.254383393,0.3491524346858123
741,8691751.445040593,0.3491524346858123
742,8045332.712546505,0.2910687051784043
743,8240183.749634107,0.31969710755361663
744,8045332.712546505,0.31969710755361663
745,8638831.393167205,0.3930309994127913
746,8691751.445040593,0.3491524346858123
747,8691751.445040593,0.3491524346858123
748,8801334.999430371,0.2910687051784043
749,8691751.445040593,0.2910687051784043
750,8240183.749634107,0.31937048756568054
751,8240183.749634107,0.2830323581819736
752,8801334.999430371,0.3930309994127913
753,7207507.7710846625,0.31969710755361663
754,8490291.354634097,0.4160557167565282
755,8512300.254383393,0.4160557167565282
756,7659503.420692426,0.2910687051784043
757,8638831.393167205,0.4160557167565282
758,8638831.393167205,0.2830323581819736
759,8691751.445040593,0.3930309994127913
760,8240183.749634107,0.2830323581819736
761,8434979.187533611,0.2830323581819736
762,8045332.712546505,0.31937048756568054
763,8801334.999430371,0.3491524346858123
764,8638831.393167205,0.4160557167565282
765,8434979.187533611,0.3930309994127913
766,7659503.420692426,0.3930309994127913
767,8638831.393167205,0.36635748378244265
768,7659503.420692426,0.36635748378244265
769,8638831.393167205,0.4160557167565282
770,8638831.393167205,0.3491524346858123
771,8638831.393167205,0.3930309994127913
772,8434979.187533611,0.36635748378244265
773,7659503.420692426,0.31937048756568054
774,8512300.254383393,0.36635748378244265
775,8638831.393167205,0.31937048756568054
776,8240183.749634107,0.2830323581819736
777,7207507.7710846625,0.3930309994127913
778,8638831.393167205,0.36635748378244265
779,8801334.999430371,0.3491524346858123
780,8801334.999430371,0.31937048756568054
781,7659503.420692426,0.31937048756568054
782,8490291.354634097,0.2910687051784043
783,8512300.254383393,0.3930309994127913
784,8240183.749634107,0.3281577703725144
785,8512300.254383393,0.3281577703725144
786,8240183.749634107,0.3281577703725144
787,7207507.7710846625,0.4160557167565282
788,8434979.187533611,0.31937048756568054
789,8045332.712546505,0.36635748378244265
790,8801334.999430371,0.3491524346858123
791,8240183.749634107,0.3930309994127913
792,8490291.354634097,0.2830323581819736
793,8490291.354634097,0.31937048756568054
794,8801334.999430371,0.26989763699175495
795,8240183.749634107,0.36635748378244265
796,8691751.445040593,0.3491524346858123
797,8638831.393167205,0.36635748378244265
798,8490291.354634097,0.31937048756568054
799,7207507.7710846625,0.3281577703725144
800,8512300.254383393,0.3491524346858123
801,8490291.354634097,0.31937048756568054
802,8512300.254383393,0.2910687051784043
803,7207507.7710846625,0.26989763699175495
804,8638831.393167205,0.31969710755361663
805,8691751.445040593,0.31937048756568054
806,7659503.420692426,0.2830323581819736
807,8490291.354634097,0.31937048756568054
808,7659503.420692426,0.3491524346858123
809,7207507.7710846625,0.36635748378244265
810,7207507.7710846625,0.2830323581819736
811,8801334.999430371,0.2910687051784043
812,7207507.7710846625,0.26989763699175495
813,7207507.7710846625,0.26989763699175495
814,8490291.354634097,0.2830323581819736
815,8490291.354634097,0.2830323581819736
816,8638831.393167205,0.26989763699175495
817,8490291.354634097,0.3491524346858123
818,8490291.354634097,0.4160557167565282
819,7659503.420692426,0.3491524346858123
820,8638831.393167205,0.31969710755361663
821,7659503.420692426,0.3491524346858123
822,8638831.393167205,0.3281577703725144
823,8691751.445040593,0.4160557167565282
824,8691751.445040593,0.3491524346858123
825,7207507.7710846625,0.31937048756568054
826,8512300.254383393,0.3491524346858123
827,8434979.187533611,0.3930309994127913
828,8434979.187533611,0.31969710755361663
829,8638831.393167205,0.26989763699175495
830,8638831.393167205,0.3491524346858123
831,7207507.7710846625,0.26989763699175495
832,7207507.7710846625,0.3281577703725144
833,8638831.393167205,0.4160557167565282
834,8045332.712546505,0.3930309994127913
835,8490291.354634097,0.3491524346858123
836,8638831.393167205,0.2910687051784043
837,8490291.354634097,0.4160557167565282
838,8638831.393167205,0.26989763699175495
839,7207507.7710846625,0.2830323581819736
840,8512300.254383393,0.2910687051784043
841,8691751.445040593,0.31937048756568054
842,8801334.999430371,0.3281577703725144
843,7207507.7710846625,0.2830323581819736
844,7659503.420692426,0.2830323581819736
845,8801334.999430371,0.2830323581819736
846,8240183.749634107,0.31969710755361663
847,8512300.254383393,0.31969710755361663
848,8638831.393167205,0.26989763699175495
849,8691751.445040593,0.3491524346858123
850,8801334.999430371,0.36635748378244265
851,8240183.749634107,0.26989763699175495
852,8434979.187533611,0.26989763699175495
853,8045332.712546505,0.4160557167565282
854,7659503.420692426,0.31969710755361663
855,8801334.999430371,0.2830323581819736
856,8490291.354634097,0.31969710755361663
857,8240183.749634107,0.2910687051784043
858,8801334.999430371,0.36635748378244265
859,7207507.7710846625,0.2830323581819736
860,7659503.420692426,0.3491524346858123
861,8434979.187533611,0.3281577703725144
862,8638831.393167205,0.31937048756568054
863,8240183.749634107,0.3491524346858123
864,8045332.712546505,0.31969710755361663
865,8045332.712546505,0.3281577703725144
866,8512300.254383393,0.26989763699175495
867,8691751.445040593,0.3491524346858123
868,8045332.712546505,0.4160557167565282
869,7207507.7710846625,0.2910687051784043
870,8045332.712546505,0.3930309994127913
871,8638831.393167205,0.31937048756568054
872,8045332.712546505,0.4160557167565282
873,8691751.445040593,0.2910687051784043
874,8490291.354634097,0.36635748378244265
875,8434979.187533611,0.4160557167565282
876,8434979.187533611,0.31969710755361663
877,8240183.749634107,0.3491524346858123
878,7207507.7710846625,0.4160557167565282
879,8691751.445040593,0.26989763699175495
880,8240183.749634107,0.31969710755361663
881,8490291.354634097,0.3491524346858123
882,7207507.7710846625,0.3281577703725144
883,8434979.187533611,0.3281577703725144
884,8434979.187533611,0.3930309994127913
885,7207507.7710846625,0.31969710755361663
886,7659503.420692426,0.3930309994127913
887,8240183.749634107,0.3491524346858123
888,8801334.999430371,0.31937048756568054
889,8638831.393167205,0.4160557167565282
890,8240183.749634107,0.4160557167565282
891,8434979.187533611,0.31969710755361663
892,8045332.712546505,0.3281577703725144
893,8045332.712546505,0.31937048756568054
894,8691751.445040593,0.31937048756568054
895,8638831.393167205,0.31969710755361663
896,8638831.393167205,0.31937048756568054
897,8045332.712546505,0.3930309994127913
898,8512300.254383393,0.2910687051784043
899,7659503.420692426,0.31969710755361663
900,8801334.999430371,0.31937048756568054
901,8801334.999430371,0.3281577703725144
902,8240183.749634107,0.31969710755361663
903,8240183.749634107,0.3281577703725144
904,8691751.445040593,0.3930309994127913
905,8045332.712546505,0.3491524346858123
906,8240183.749634107,0.26989763699175495
907,8434979.187533611,0.4160557167565282
908,8638831.393167205,0.4160557167565282
909,8638831.393167205,0.3491524346858123
910,7659503.420692426,0.2910687051784043
911,8240183.749634107,0.31969710755361663
912,7207507.7710846625,0.36635748378244265
913,8638831.393167205,0.31937048756568054
914,8490291.354634097,0.3930309994127913
915,7659503.420692426,0.26989763699175495
916,8512300.254383393,0.3491524346858123
917,8045332.712546505,0.31937048756568054
918,8240183.749634107,0.4160557167565282
919,7659503.420692426,0.2830323581819736
920,7659503.420692426,0.4160557167565282
921,8638831.393167205,0.31969710755361663
922,8801334.999430371,0.31937048756568054
923,8490291.354634097,0.31969710755361663
924,8638831.393167205,0.36635748378244265
925,7207507.7710846625,0.2830323581819736
926,8691751.445040593,0.3281577703725144
927,8638831.393167205,0.36635748378244265
928,8638831.393167205,0.36635748378244265
929,8045332.712546505,0.2830323581819736
930,8638831.393167205,0.31937048756568054
931,7207507.7710846625,0.36635748378244265
932,8490291.354634097,0.3491524346858123
933,8801334.999430371,0.36635748378244265
934,8691751.445040593,0.2910687051784043
935,8512300.254383393,0.3491524346858123
936,7207507.7710846625,0.3930309994127913
937,7659503.420692426,0.2910687051784043
938,7659503.420692426,0.26989763699175495
939,8240183.749634107,0.2830323581819736
940,8434979.187533611,0.2910687051784043
941,8638831.393167205,0.3491524346858123
942,8801334.999430371,0.2830323581819736
943,8240183.749634107,0.2830323581819736
944,8045332.712546505,0.26989763699175495
945,8240183.749634107,0.36635748378244265
946,8638831.393167205,0.31937048756568054
947,8512300.254383393,0.2830323581819736
948,8490291.354634097,0.2910687051784043
949,8691751.445040593,0.2830323581819736
950,8638831.393167205,0.31937048756568054
951,8490291.354634097,0.36635748378244265
952,8240183.749634107,0.4160557167565282
953,8691751.445040593,0.4160557167565282
954,8801334.999430371,0.31937048756568054
955,8490291.354634097,0.31969710755361663
956,8490291.354634097,0.4160557167565282
957,8512300.254383393,0.4160557167565282
958,7659503.420692426,0.36635748378244265
959,7659503.420692426,0.31937048756568054
960,8045332.712546505,0.26989763699175495
961,8638831.393167205,0.31969710755361663
962,8512300.254383393,0.31937048756568054
963,8801334.999430371,0.4160557167565282
964,7207507.7710846625,0.3281577703725144
965,8434979.187533611,0.3281577703725144
966,8045332.712546505,0.31969710755361663
967,8801334.999430371,0.2830323581819736
968,8691751.445040593,0.3281577703725144
969,8512300.254383393,0.3491524346858123
970,8638831.393167205,0.3281577703725144
971,8801334.999430371,0.31937048756568054
972,8434979.187533611,0.3930309994127913
973,7207507.7710846625,0.2910687051784043
974,7207507.7710846625,0.3281577703725144
975,8638831.393167205,0.36635748378244265
976,7207507.7710846625,0.2830323581819736
977,8045332.712546505,0.3491524346858123
978,7659503.420692426,0.4160557167565282
979,8638831.393167205,0.4160557167565282
980,8240183.749634107,0.3491524346858123
981,7659503.420692426,0.3281577703725144
982,8638831.393167205,0.2830323581819736
983,8801334.999430371,0.3491524346858123
984,7659503.420692426,0.3281577703725144
985,8801334.999430371,0.31969710755361663
986,8240183.749634107,0.31937048756568054
987,8045332.712546505,0.2830323581819736
988,8638831.393167205,0.4160557167565282
989,8512300.254383393,0.31937048756568054
990,8801334.999430371,0.2830323581819736
991,8512300.254383393,0.2910687051784043
992,8434979.187533611,0.2830323581819736
993,8045332.712546505,0.4160557167565282
994,8638831.393167205,0.2830323581819736
995,8490291.354634097,0.31969710755361663
996,8638831.393167205,0.31969710755361663
997,8490291.354634097,0.3491524346858123
998,8801334.999430371,0.4160557167565282
999,8434979.187533611,0.3930309994127913
1000,8801334.999430371,0.3930309994127913
1001,8434979.187533611,0.4160557167565282
1002,8045332.712546505,0.31969710755361663
1003,8801334.999430371,0.2830323581819736
1004,7659503.420692426,0.31937048756568054
1005,8691751.445040593,0.31937048756568054
1006,8240183.749634107,0.36635748378244265
1007,8512300.254383393,0.2830323581819736
1008,8801334.999430371,0.2830323581819736
